First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Sam,Fulton,,--,--,--,,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,1223
Masakatsu,Funaki,,"6' 0""",185 lbs.,--,Southpaw,39,13,2,0,1.82,68%,2.92,35%,0.00,0%,0%,5.5,54,MiddleWeight,1224
Ricardo,Funch,Golden Boy,"5' 10""",170 lbs.,"74.0""",Southpaw,9,6,0,0,2.61,65%,3.57,40%,1.24,18%,60%,0.0,15,WelterWeight,1225
Katsuaki,Furuki,,"6' 0""",168 lbs.,--,,1,1,0,0,0.27,10%,2.67,39%,0.00,0%,0%,3.0,2,WelterWeight,1226
James,Gabert,,--,178 lbs.,--,,6,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,MiddleWeight,1227
Gustavo,Gabriel,,"5' 6""",125 lbs.,--,Orthodox,13,1,0,0,4.06,65%,4.26,46%,0.00,0%,50%,0.0,14,FlyWeight,1228
Claudia,Gadelha,Claudinha,"5' 4""",115 lbs.,"63.0""",Orthodox,18,5,0,0,3.31,41%,4.57,57%,3.03,42%,58%,0.7,23,StrawWeight,1229
Alavutdin,Gadjiev,,"6' 2""",185 lbs.,--,Orthodox,18,13,1,0,0.99,27%,0.99,57%,0.00,0%,50%,0.0,32,MiddleWeight,1230
Magomed,Gadzhiyasulov,,"6' 2""",205 lbs.,"75.0""",Orthodox,8,0,0,0,4.87,46%,1.60,73%,6.00,85%,100%,0.0,8,LightHeavyWeight,1231
Justin,Gaethje,The Highlight,"5' 11""",155 lbs.,"70.0""",Orthodox,25,5,0,0,6.78,59%,7.46,52%,0.11,25%,75%,0.0,30,LightWeight,1232
Sheila,Gaff,The German Tank,"5' 5""",135 lbs.,--,Orthodox,9,7,0,0,1.60,50%,2.89,28%,0.00,0%,20%,0.0,16,BantamWeight,1233
Muin,Gafurov,Tajik,"5' 7""",135 lbs.,"68.0""",Southpaw,18,6,0,0,2.98,41%,2.95,48%,2.40,26%,62%,0.0,24,BantamWeight,1234
Mitch,Gagnon,,"5' 5""",135 lbs.,"65.0""",Southpaw,12,5,0,0,2.76,46%,2.21,61%,1.16,25%,65%,1.9,17,BantamWeight,1235
Brandon,Gaines,,"6' 3""",185 lbs.,--,,5,21,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,26,MiddleWeight,1236
Travis,Galbraith,The Gladiator,"6' 0""",170 lbs.,--,Orthodox,18,7,0,0,2.21,40%,3.45,48%,1.33,25%,0%,1.3,25,WelterWeight,1237
Dave,Galera,Scarecrow,"5' 11""",135 lbs.,--,Orthodox,5,1,0,0,1.67,69%,0.53,33%,0.00,0%,14%,2.0,6,BantamWeight,1238
Zelg,Galesic,Benkei,"6' 2""",185 lbs.,--,Orthodox,11,9,0,0,4.86,62%,0.61,66%,1.30,100%,20%,1.3,20,MiddleWeight,1239
Mickey,Gall,,"6' 2""",170 lbs.,"74.0""",Switch,7,5,0,0,2.94,46%,4.25,49%,1.21,30%,36%,1.9,12,WelterWeight,1240
Daniel,Gallemore,Big Kansas,"6' 5""",265 lbs.,--,,7,3,0,0,3.10,41%,6.00,52%,0.00,0%,0%,0.0,10,HeavyWeight,1241
Tom,Gallicchio,Da Tank,"5' 10""",170 lbs.,--,Southpaw,19,10,0,0,3.53,26%,7.07,43%,1.00,11%,0%,0.0,29,WelterWeight,1242
Turrell,Galloway,,"5' 3""",145 lbs.,--,,8,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,FeatherWeight,1243
Eric,Galvan,,--,155 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,LightWeight,1244
Andre,Galvao,,"5' 7""",168 lbs.,--,Orthodox,5,2,0,0,2.34,52%,1.56,58%,2.02,27%,0%,2.8,7,WelterWeight,1245
Marcos,Galvao,Loro,"5' 7""",135 lbs.,--,Orthodox,18,8,1,0,1.97,32%,3.86,61%,2.27,28%,88%,1.1,27,BantamWeight,1246
Lucas,Gamaza,,--,170 lbs.,--,,8,4,0,0,7.57,31%,6.99,45%,0.00,0%,0%,0.0,12,WelterWeight,1247
Joey,Gambino,The Raging Warrior,"5' 7""",145 lbs.,--,Orthodox,9,2,0,0,2.47,35%,2.53,51%,0.00,0%,42%,0.8,11,FeatherWeight,1248
Manvel,Gamburyan,The Anvil,"5' 5""",135 lbs.,"67.0""",Orthodox,15,10,0,0,2.13,41%,2.83,55%,3.26,34%,69%,0.7,25,BantamWeight,1249
Mateusz,Gamrot,Gamer,"5' 10""",155 lbs.,"70.0""",Southpaw,24,2,0,0,3.09,51%,3.07,59%,5.28,35%,90%,0.1,26,LightWeight,1250
Shamil,Gamzatov,,"6' 2""",205 lbs.,"76.0""",Orthodox,14,1,0,0,5.35,48%,3.46,51%,0.00,0%,50%,0.0,15,LightHeavyWeight,1251
Ariel,Gandulla,,"5' 11""",205 lbs.,--,Orthodox,7,9,0,0,1.95,23%,2.07,72%,1.88,66%,0%,0.0,16,LightHeavyWeight,1252
Ciryl,Gane,Bon Gamin,"6' 4""",245 lbs.,"81.0""",Orthodox,12,2,0,0,5.49,60%,2.19,63%,0.58,21%,50%,0.5,14,HeavyWeight,1253
Sean,Gannon,The Cannon,"6' 3""",265 lbs.,--,Southpaw,2,1,0,0,0.00,0%,6.38,28%,0.00,0%,50%,0.0,3,HeavyWeight,1254
Junye,Gao,,--,125 lbs.,--,,19,12,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,31,FlyWeight,1255
Eduardo,Garagorri,,"5' 9""",145 lbs.,"70.0""",Orthodox,13,2,0,0,3.42,51%,2.36,58%,0.48,100%,61%,0.0,15,FeatherWeight,1256
Cody,Garbrandt,No Love,"5' 8""",135 lbs.,"65.0""",Orthodox,14,6,0,0,2.98,40%,3.76,60%,1.03,34%,80%,0.0,20,BantamWeight,1257
Leonard,Garcia,Bad Boy,"5' 10""",145 lbs.,"68.0""",Orthodox,18,13,1,0,2.77,24%,4.79,52%,0.30,26%,42%,0.5,32,FeatherWeight,1258
Edgar,Garcia,,"5' 10""",170 lbs.,"71.0""",Orthodox,14,5,0,0,3.16,29%,4.23,60%,2.21,57%,50%,0.6,19,WelterWeight,1259
Alejandro,Garcia,Alex,"5' 7""",145 lbs.,--,,14,10,0,0,1.22,62%,1.14,65%,8.55,87%,66%,0.0,24,FeatherWeight,1260
Alex,Garcia,The Dominican Nightmare,"5' 9""",170 lbs.,"72.0""",Orthodox,15,6,0,0,1.81,31%,3.03,59%,3.72,52%,66%,0.1,21,WelterWeight,1261
Nick,Garcia,Nitro,"5' 4""",125 lbs.,--,,8,3,0,0,0.67,25%,3.03,50%,0.00,0%,83%,5.1,11,FlyWeight,1262
Steve,Garcia,Mean Machine,"6' 0""",155 lbs.,"75.0""",Southpaw,15,5,0,0,4.85,56%,2.40,46%,1.31,44%,88%,0.7,20,LightWeight,1263
Elias,Garcia,,"5' 5""",125 lbs.,"67.0""",Southpaw,6,2,0,0,1.59,27%,5.05,50%,0.68,14%,33%,1.4,8,FlyWeight,1264
Rafa,Garcia,Gifted,"5' 7""",155 lbs.,"70.0""",Orthodox,16,3,0,0,4.19,42%,4.21,61%,3.61,44%,79%,0.3,19,LightWeight,1265
Fernie,Garcia,,"5' 7""",135 lbs.,"67.0""",Orthodox,10,5,0,0,2.04,34%,3.79,48%,0.28,50%,50%,0.6,15,BantamWeight,1266
Rulon,Gardner,,"6' 3""",265 lbs.,--,Orthodox,1,0,0,0,2.05,25%,1.45,60%,0.75,100%,100%,0.0,1,HeavyWeight,1267
David,Gardner,,"5' 11""",155 lbs.,--,Orthodox,18,21,0,0,0.17,100%,0.34,0%,0.00,0%,66%,0.0,39,LightWeight,1268
Pablo,Garza,The Scarecrow,"6' 1""",145 lbs.,"73.0""",Orthodox,12,4,0,0,3.37,44%,2.70,50%,0.94,25%,15%,1.3,16,FeatherWeight,1269
Azamat,Gashimov,,"5' 6""",125 lbs.,--,Orthodox,8,3,0,0,1.24,21%,4.75,53%,1.69,25%,0%,0.0,11,FlyWeight,1270
Brian,Gassaway,,"6' 1""",170 lbs.,--,Orthodox,29,20,2,0,0.34,26%,3.65,44%,0.00,0%,42%,0.0,51,WelterWeight,1271
Kelvin,Gastelum,,"5' 9""",170 lbs.,"71.0""",Southpaw,18,9,0,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1,27,WelterWeight,1272
Willie,Gates,,"5' 8""",125 lbs.,"72.0""",Orthodox,12,7,0,0,1.80,38%,4.28,38%,0.00,0%,67%,0.4,19,FlyWeight,1273
Melissa,Gatto,,"5' 5""",135 lbs.,"69.0""",Orthodox,9,2,2,0,3.78,49%,2.84,54%,1.47,28%,63%,0.5,13,BantamWeight,1274
Louis,Gaudinot,Goodnight,"5' 3""",125 lbs.,"63.0""",Orthodox,8,4,0,0,2.34,37%,6.42,48%,0.57,40%,31%,1.1,12,FlyWeight,1275
Manuel,Gaxhja,,"5' 8""",155 lbs.,--,Switch,7,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightWeight,1276
Shamil,Gaziev,,"6' 4""",265 lbs.,"78.0""",Orthodox,12,1,0,0,2.63,44%,4.73,42%,0.53,14%,100%,0.5,13,HeavyWeight,1277
Charlene,Gellner,Princess,"5' 2""",125 lbs.,--,,0,4,0,0,2.01,42%,3.24,43%,0.00,0%,0%,1.7,4,FlyWeight,1278
Chad,George,Savage,"5' 6""",135 lbs.,"68.0""",Southpaw,16,8,0,0,1.26,50%,1.11,65%,3.08,46%,0%,1.3,24,BantamWeight,1279
Paul,Georgieff,,"6' 2""",170 lbs.,--,Orthodox,6,2,0,0,2.55,40%,2.34,35%,0.00,0%,0%,0.0,8,WelterWeight,1280
Brian,Geraghty,Duke,"5' 7""",155 lbs.,--,Orthodox,26,18,1,0,0.47,25%,9.77,36%,0.00,0%,50%,0.0,45,LightWeight,1281
Derek,Getzel,The Pretzel,"6' 0""",155 lbs.,--,,8,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,LightWeight,1282
Karine,Gevorgyan,The Princess,"5' 4""",125 lbs.,"63.0""",,3,3,0,0,1.20,20%,1.80,76%,0.00,0%,0%,0.0,6,FlyWeight,1283
Yanis,Ghemmouri,The Desert Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,12,2,0,0,2.27,38%,4.22,40%,0.00,0%,0%,0.0,14,BantamWeight,1284
Darrel,Gholar,,"5' 8""",194 lbs.,--,Orthodox,5,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightHeavyWeight,1285
Tiki,Ghosn,,"5' 10""",170 lbs.,--,Orthodox,10,7,1,0,2.78,46%,2.94,58%,0.41,50%,61%,0.0,18,WelterWeight,1286
Christos,Giagos,The Spartan,"5' 10""",155 lbs.,"71.0""",Orthodox,20,12,0,0,3.03,41%,3.21,50%,2.84,36%,52%,0.4,32,LightWeight,1287
Joe,Giannetti,,"6' 0""",155 lbs.,"74.0""",Southpaw,6,1,0,0,1.93,38%,2.80,40%,1.00,16%,0%,0.0,7,LightWeight,1288
Nick,Gibbons,,"5' 10""",155 lbs.,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightWeight,1289
James,Giboo,,"5' 11""",170 lbs.,--,Orthodox,13,5,0,0,1.20,27%,7.08,39%,0.00,0%,0%,0.0,18,WelterWeight,1290
Lance,Gibson,Fearless,"5' 9""",185 lbs.,--,Orthodox,4,5,0,0,1.21,75%,6.44,20%,0.00,0%,0%,0.0,9,MiddleWeight,1291
Lee,Gibson,Lethal,"5' 7""",155 lbs.,--,,12,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,LightWeight,1292
Cody,Gibson,The Renegade,"5' 10""",135 lbs.,"71.0""",Orthodox,20,10,0,0,4.00,43%,4.08,57%,1.28,28%,68%,0.2,30,BantamWeight,1293
Chase,Gibson,El Guero,"5' 10""",155 lbs.,"72.0""",Orthodox,9,5,0,0,3.13,54%,6.40,52%,0.00,0%,0%,0.0,14,LightWeight,1294
Kenny,Giddens,,"5' 11""",155 lbs.,--,,12,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,19,LightWeight,1295
Thomas,Gifford,The Young Lion,"6' 1""",155 lbs.,"75.0""",Orthodox,14,9,0,0,3.97,37%,6.45,37%,0.50,33%,33%,0.0,23,LightWeight,1296
Joseph,Gigliotti,Capo,"5' 11""",185 lbs.,--,Orthodox,7,2,0,0,1.04,39%,2.92,45%,1.56,100%,50%,0.8,9,MiddleWeight,1297
Joey,Gilbert,,"5' 11""",155 lbs.,--,Orthodox,2,3,0,0,0.61,42%,4.44,31%,0.00,0%,0%,0.0,5,LightWeight,1298
Trevin,Giles,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,6,0,0,3.27,55%,2.22,58%,1.19,50%,71%,0.3,22,WelterWeight,1299
Kultar,Gill,Black Mamba,"6' 0""",154 lbs.,--,Orthodox,12,8,0,0,1.14,50%,0.40,41%,1.71,66%,38%,0.0,20,LightWeight,1300
Jesse,Gillespie,,--,185 lbs.,--,,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,MiddleWeight,1301
Gregor,Gillespie,The Gift,"5' 7""",155 lbs.,"71.0""",Orthodox,14,1,0,0,3.74,52%,2.30,57%,6.86,48%,100%,0.8,15,LightWeight,1302
Jason,Gilliam,,"6' 0""",170 lbs.,--,Orthodox,14,9,0,0,0.79,33%,3.14,42%,0.00,0%,0%,0.0,23,WelterWeight,1303
Micheal,Gillmore,The Gentleman,"5' 11""",170 lbs.,"72.0""",Orthodox,6,5,0,0,2.04,57%,3.02,43%,0.00,0%,50%,0.0,11,WelterWeight,1304
Krishaun,Gilmore,,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,1305
Alex,Gilpin,,"5' 7""",145 lbs.,--,Orthodox,11,1,0,0,6.80,54%,12.29,42%,2.17,25%,0%,2.2,12,FeatherWeight,1306
Bob,Gilstrap,,"6' 3""",200 lbs.,--,Orthodox,5,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,LightHeavyWeight,1307
Eperaim,Ginting,The Wolfman,"5' 4""",135 lbs.,"64.0""",Orthodox,6,1,0,0,0.00,0%,0.00,100%,15.52,100%,0%,0.0,7,BantamWeight,1308
Demetrius,Gioulacos,,"5' 11""",185 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,MiddleWeight,1309
Billy,Giovanella,Wolverine,"5' 8""",125 lbs.,--,,9,5,0,0,1.27,40%,2.02,52%,0.87,12%,100%,1.7,14,FlyWeight,1310
He-Man,Gipson,,--,--,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,1311
Israel,Giron,El Rojo,"5' 8""",155 lbs.,--,,19,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,24,LightWeight,1312
Brandon,Girtz,Cold Roll,"5' 7""",155 lbs.,--,,14,7,0,0,2.50,60%,1.92,47%,5.76,100%,100%,0.0,21,LightWeight,1313
Jason,Glaza,,"6' 0""",230 lbs.,--,,3,2,0,0,4.34,54%,0.43,40%,4.34,100%,0%,4.3,5,HeavyWeight,1314
Mike,Glenn,,--,205 lbs.,--,,5,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightHeavyWeight,1315
Ricky,Glenn,The Gladiator,"6' 0""",155 lbs.,"70.0""",Southpaw,22,8,2,0,3.94,43%,4.10,51%,0.55,13%,68%,0.4,32,LightWeight,1316
Mark,Godbeer,The Hand Of,"6' 4""",240 lbs.,"77.0""",Orthodox,13,4,0,0,3.97,53%,3.30,54%,0.00,0%,28%,0.0,17,HeavyWeight,1317
Clint,Godfrey,,"5' 6""",135 lbs.,--,Southpaw,13,3,0,0,0.57,31%,0.96,65%,0.85,25%,50%,0.0,16,BantamWeight,1318
Loopy,Godinez,,"5' 2""",115 lbs.,"61.0""",Orthodox,12,4,0,0,4.13,48%,3.58,63%,3.04,46%,84%,1.0,16,StrawWeight,1319
Jason,Godsey,,"6' 2""",230 lbs.,--,Orthodox,16,16,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,32,HeavyWeight,1320
Allan,Goes,,"6' 0""",205 lbs.,--,Orthodox,10,5,2,0,0.64,52%,1.35,41%,1.75,40%,0%,2.6,17,LightHeavyWeight,1321
Billy Ray,Goff,,"5' 10""",170 lbs.,"72.0""",Switch,9,3,0,0,8.56,46%,5.71,59%,2.01,17%,100%,0.0,12,WelterWeight,1322
Amiran,Gogoladze,,"6' 1""",170 lbs.,"74.0""",Switch,14,3,0,0,1.64,66%,0.82,0%,0.00,0%,0%,0.0,17,WelterWeight,1323
Jonny,Goh,,"5' 11""",155 lbs.,--,,3,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightWeight,1324
Hannah,Goldy,24K,"5' 4""",115 lbs.,"61.0""",Orthodox,6,4,0,0,5.19,47%,4.67,50%,0.66,12%,54%,0.2,10,StrawWeight,1325
Marcelo,Golm,,"6' 3""",249 lbs.,"75.0""",Orthodox,6,3,0,0,4.27,58%,4.30,45%,0.45,50%,87%,0.5,9,HeavyWeight,1326
Denise,Gomes,Dee,"5' 2""",115 lbs.,"63.0""",Orthodox,8,3,0,0,4.81,48%,3.66,49%,1.13,33%,47%,0.8,11,StrawWeight,1327
Sergio,Gomez,,"5' 6""",155 lbs.,--,Orthodox,10,3,0,0,1.50,42%,1.16,56%,2.57,66%,31%,0.0,13,LightWeight,1328
Frank,Gomez,,"5' 10""",135 lbs.,"67.0""",Orthodox,10,6,0,0,1.52,48%,0.79,66%,1.14,60%,70%,0.8,16,BantamWeight,1329
Alan,Gomez,,--,155 lbs.,--,,2,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,LightWeight,1330
David,Gomez,,--,155 lbs.,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightWeight,1331
Ulysses,Gomez,Useless,"5' 6""",125 lbs.,--,Orthodox,9,5,0,0,2.72,25%,3.57,68%,0.00,0%,0%,0.0,14,FlyWeight,1332
Joey,Gomez,KO King,"5' 10""",135 lbs.,"73.0""",Orthodox,6,2,0,0,2.44,28%,4.46,55%,0.62,100%,50%,0.0,8,BantamWeight,1333
Luis,Gomez,Tiger Junior,"5' 7""",145 lbs.,"68.0""",Orthodox,4,1,0,0,1.57,33%,4.03,55%,4.48,50%,33%,0.0,5,FeatherWeight,1334
Joey,Gomez,,"5' 10""",155 lbs.,"71.0""",Orthodox,7,1,0,0,3.73,49%,3.33,50%,2.00,28%,0%,0.0,8,LightWeight,1335
Edson,Gomez,,"5' 8""",170 lbs.,"69.0""",Switch,6,2,0,0,2.66,32%,8.78,45%,0.00,0%,0%,0.0,8,WelterWeight,1336
Silvana,Gomez Juarez,La Malvada,"5' 3""",115 lbs.,"65.0""",Orthodox,11,5,0,0,4.26,32%,4.04,61%,0.00,0%,30%,0.0,16,StrawWeight,1337
Takanori,Gomi,The Fireball Kid,"5' 7""",155 lbs.,"70.0""",Southpaw,35,14,0,0,3.81,41%,3.52,60%,1.23,65%,63%,0.8,49,LightWeight,1338
William,Gomis,Jaguar,"6' 0""",145 lbs.,"73.0""",Southpaw,13,2,0,0,2.62,46%,1.49,75%,1.06,60%,81%,0.7,15,FeatherWeight,1339
Akihiro,Gono,,"5' 7""",170 lbs.,"68.0""",Switch,35,21,8,0,2.18,48%,2.67,63%,1.01,84%,46%,0.5,64,WelterWeight,1340
Gabriel,Gonzaga,Napao,"6' 2""",242 lbs.,"76.0""",Orthodox,17,11,0,0,2.12,45%,2.94,57%,2.80,39%,66%,1.1,28,HeavyWeight,1341
Justin,Gonzales,J-Train,"5' 9""",145 lbs.,"72.0""",Orthodox,6,0,0,0,6.67,80%,0.87,43%,14.00,73%,100%,0.0,6,FeatherWeight,1342
Fernando,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,26,14,0,0,4.47,47%,4.03,65%,0.86,33%,43%,1.4,40,WelterWeight,1343
Nick,Gonzalez,The Ghost,"5' 6""",155 lbs.,--,Orthodox,17,12,0,0,0.59,20%,2.35,33%,0.00,0%,50%,0.0,29,LightWeight,1344
Fabian,Gonzalez,,"5' 10""",135 lbs.,--,,2,1,0,0,3.90,48%,4.39,51%,0.00,0%,66%,0.0,3,BantamWeight,1345
Lewis,Gonzalez,Lethal,"5' 10""",170 lbs.,--,Orthodox,11,3,0,0,1.40,37%,1.87,41%,2.00,33%,62%,0.0,14,WelterWeight,1346
Jason,Gonzalez,Nicoya,"6' 2""",155 lbs.,"74.0""",Southpaw,11,5,0,0,3.06,39%,3.13,58%,0.00,0%,30%,1.0,16,LightWeight,1347
Pearl,Gonzalez,,"5' 4""",115 lbs.,--,Orthodox,6,3,0,0,2.23,37%,4.07,57%,1.04,11%,0%,0.5,9,StrawWeight,1348
Jorge,Gonzalez,Street,"6' 2""",205 lbs.,"76.0""",Orthodox,16,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,20,LightHeavyWeight,1349
Mikey,Gonzalez,Rolls,"5' 11""",155 lbs.,"74.0""",Orthodox,7,2,0,0,0.91,16%,14.55,11%,0.00,0%,0%,0.0,9,LightWeight,1350
Erick,Gonzalez,The Ghost Pepper,"5' 11""",155 lbs.,"75.0""",Orthodox,14,8,0,0,2.40,36%,8.08,40%,6.00,55%,50%,0.0,22,LightWeight,1351
Jennifer,Gonzalez,Jefa,"5' 2""",125 lbs.,--,,13,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FlyWeight,1352
Kier,Gooch,,--,155 lbs.,--,,2,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,LightWeight,1353
Lyman,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,21,6,0,0,5.34,48%,4.01,63%,0.27,100%,75%,0.0,27,WelterWeight,1354
Jared,Gooden,NiteTrain,"6' 0""",170 lbs.,"77.0""",Orthodox,23,9,0,0,5.08,49%,6.68,48%,0.67,100%,65%,0.2,32,WelterWeight,1355
Gary,Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,23,22,1,0,1.84,56%,2.14,48%,0.40,100%,53%,0.8,46,HeavyWeight,1356
Jordan,Goodwin,,--,155 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,LightWeight,1357
Gerard,Gordeau,,"6' 5""",216 lbs.,--,Orthodox,2,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,HeavyWeight,1358
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,0,2.03,32%,2.57,60%,1.93,83%,63%,0.0,12,MiddleWeight,1359
Jared,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,20,6,0,0,5.39,57%,3.40,57%,1.95,40%,62%,0.0,26,LightWeight,1360
Tebaris,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0,0,3.53,16%,49.41,22%,0.00,0%,0%,0.0,4,HeavyWeight,1361
Malcolm,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0,0,2.50,45%,2.00,43%,1.72,35%,26%,1.0,22,FlyWeight,1362
Tresean,Gore,Mr. Vicious,"6' 0""",185 lbs.,"75.0""",Switch,5,2,0,0,3.04,53%,6.13,47%,3.04,71%,81%,1.2,7,MiddleWeight,1363
Alex,Gorgees,Hitman,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0,0,0.67,32%,2.27,38%,0.00,0%,54%,0.0,7,LightWeight,1364
Themba,Gorimbo,The Answer,"6' 1""",170 lbs.,"77.0""",Orthodox,13,4,0,0,2.53,69%,1.08,46%,4.04,58%,78%,0.0,17,WelterWeight,1365
Tim,Gorman,The Psycho,"5' 5""",135 lbs.,--,Southpaw,9,4,0,0,2.73,31%,5.57,46%,1.00,9%,33%,0.0,13,BantamWeight,1366
Chase,Gormley,,"6' 3""",265 lbs.,--,Orthodox,14,6,0,0,3.60,42%,6.03,44%,3.12,42%,0%,1.0,20,HeavyWeight,1367
Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,0,1.61,41%,2.01,46%,4.17,70%,45%,0.6,35,WelterWeight,1368
Thibault,Gouti,GT,"5' 10""",155 lbs.,"72.0""",Orthodox,12,5,0,0,3.68,34%,5.64,50%,1.23,80%,83%,0.3,17,LightWeight,1369
Wilson,Gouveia,,"6' 1""",185 lbs.,"76.0""",Orthodox,14,8,0,0,3.02,39%,4.06,56%,0.90,66%,57%,2.2,22,MiddleWeight,1370
Todd,Gouwenberg,,"6' 1""",205 lbs.,--,Orthodox,9,5,0,0,0.52,23%,2.93,42%,1.57,33%,50%,0.0,14,LightHeavyWeight,1371
Hugo,Govea,,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,1372
Justin,Governale,The Therapist,--,145 lbs.,--,,5,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,FeatherWeight,1373
Damian,Grabowski,The Polish Pitbull,"6' 1""",241 lbs.,"75.0""",Orthodox,20,5,0,0,4.00,36%,7.65,51%,0.00,0%,0%,0.0,25,HeavyWeight,1374
Royce,Gracie,,"6' 1""",175 lbs.,--,Southpaw,15,2,3,0,0.88,41%,1.13,37%,0.00,0%,66%,0.8,20,MiddleWeight,1375
Crosley,Gracie,,"5' 9""",190 lbs.,--,Orthodox,2,2,0,0,1.69,37%,1.54,60%,3.46,85%,50%,0.6,4,LightHeavyWeight,1376
Daniel,Gracie,,"6' 2""",225 lbs.,--,Orthodox,5,4,1,0,1.90,38%,1.33,59%,0.36,100%,80%,2.1,10,HeavyWeight,1377
Ralph,Gracie,,"5' 9""",183 lbs.,--,Orthodox,6,1,0,0,0.86,37%,1.72,31%,0.00,0%,25%,4.0,7,MiddleWeight,1378
Renzo,Gracie,,"5' 10""",185 lbs.,--,Orthodox,13,7,1,0,1.71,41%,1.67,55%,1.13,20%,40%,0.8,21,MiddleWeight,1379
Rickson,Gracie,,"5' 10""",185 lbs.,--,Switch,11,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,MiddleWeight,1380
Rodrigo,Gracie,,"6' 0""",183 lbs.,--,Orthodox,6,2,1,0,1.34,51%,0.86,46%,1.49,50%,75%,0.4,9,MiddleWeight,1381
Royler,Gracie,,"5' 8""",150 lbs.,--,Southpaw,5,5,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightWeight,1382
Ryan,Gracie,,"5' 9""",200 lbs.,--,Orthodox,5,2,0,0,0.82,61%,0.50,40%,2.83,75%,25%,0.9,7,LightHeavyWeight,1383
Ralek,Gracie,,"6' 2""",210 lbs.,--,Orthodox,3,1,0,0,1.61,46%,1.05,55%,2.50,75%,0%,1.7,4,HeavyWeight,1384
Rolles,Gracie,,"6' 4""",242 lbs.,--,Orthodox,8,4,0,0,2.30,32%,3.38,55%,2.30,10%,0%,0.0,12,HeavyWeight,1385
Cesar,Gracie,,"5' 10""",181 lbs.,--,Orthodox,0,1,0,0,0.00,0%,17.14,50%,0.00,0%,0%,0.0,1,MiddleWeight,1386
Roger,Gracie,,"6' 4""",185 lbs.,"79.0""",Orthodox,8,2,0,0,1.78,35%,1.79,61%,1.87,53%,60%,1.9,10,MiddleWeight,1387
